dni,apellidos,nombres,fecha_hora,tipo_marca
77000003,Flores Huaman,Maria Lucia,2026-05-21 07:48:36,entrada
77000003,Flores Huaman,Maria Lucia,2026-05-21 13:06:48,salida
77000003,Flores Huaman,Maria Lucia,2026-05-22 07:49:37,entrada
77000003,Flores Huaman,Maria Lucia,2026-05-22 13:09:49,salida
77000003,Flores Huaman,Maria Lucia,2026-05-25 07:52:40,entrada
77000003,Flores Huaman,Maria Lucia,2026-05-25 13:06:52,salida
77000003,Flores Huaman,Maria Lucia,2026-05-26 07:53:41,entrada
77000003,Flores Huaman,Maria Lucia,2026-05-26 13:09:53,salida
77000003,Flores Huaman,Maria Lucia,2026-05-27 07:54:42,entrada
77000003,Flores Huaman,Maria Lucia,2026-05-27 13:00:54,salida
77000003,Flores Huaman,Maria Lucia,2026-05-28 07:55:43,entrada
77000003,Flores Huaman,Maria Lucia,2026-05-28 13:03:55,salida
77000003,Flores Huaman,Maria Lucia,2026-05-29 07:56:44,entrada
77000003,Flores Huaman,Maria Lucia,2026-05-29 13:06:56,salida
77000004,Mamani Flores,Carlos Mario,2026-05-01 07:47:21,entrada
77000004,Mamani Flores,Carlos Mario,2026-05-01 13:07:37,salida
77000004,Mamani Flores,Carlos Mario,2026-05-04 07:50:24,entrada
77000004,Mamani Flores,Carlos Mario,2026-05-04 13:04:40,salida
77000004,Mamani Flores,Carlos Mario,2026-05-05 07:51:25,entrada
77000004,Mamani Flores,Carlos Mario,2026-05-05 13:07:41,salida
77000004,Mamani Flores,Carlos Mario,2026-05-06 07:52:26,entrada
77000004,Mamani Flores,Carlos Mario,2026-05-06 13:10:42,salida
77000004,Mamani Flores,Carlos Mario,2026-05-07 07:53:27,entrada
77000004,Mamani Flores,Carlos Mario,2026-05-07 13:01:43,salida
77000004,Mamani Flores,Carlos Mario,2026-05-08 07:54:28,entrada
77000004,Mamani Flores,Carlos Mario,2026-05-08 13:04:44,salida
77000004,Mamani Flores,Carlos Mario,2026-05-11 07:57:31,entrada
77000004,Mamani Flores,Carlos Mario,2026-05-11 13:01:47,salida
77000004,Mamani Flores,Carlos Mario,2026-05-12 07:58:32,entrada
77000004,Mamani Flores,Carlos Mario,2026-05-12 13:04:48,salida
77000004,Mamani Flores,Carlos Mario,2026-05-13 07:59:33,entrada
77000004,Mamani Flores,Carlos Mario,2026-05-13 13:07:49,salida
77000004,Mamani Flores,Carlos Mario,2026-05-14 07:42:34,entrada
77000004,Mamani Flores,Carlos Mario,2026-05-14 13:10:50,salida
77000004,Mamani Flores,Carlos Mario,2026-05-15 07:43:35,entrada
77000004,Mamani Flores,Carlos Mario,2026-05-15 13:01:51,salida
77000004,Mamani Flores,Carlos Mario,2026-05-18 07:46:38,entrada
77000004,Mamani Flores,Carlos Mario,2026-05-18 13:10:54,salida
77000004,Mamani Flores,Carlos Mario,2026-05-19 07:47:39,entrada
77000004,Mamani Flores,Carlos Mario,2026-05-19 13:01:55,salida
77000004,Mamani Flores,Carlos Mario,2026-05-20 07:48:40,entrada
77000004,Mamani Flores,Carlos Mario,2026-05-20 13:04:56,salida
77000004,Mamani Flores,Carlos Mario,2026-05-21 07:49:41,entrada
77000004,Mamani Flores,Carlos Mario,2026-05-21 13:07:57,salida
77000004,Mamani Flores,Carlos Mario,2026-05-22 07:50:42,entrada
77000004,Mamani Flores,Carlos Mario,2026-05-22 13:10:58,salida
77000004,Mamani Flores,Carlos Mario,2026-05-25 07:53:45,entrada
77000004,Mamani Flores,Carlos Mario,2026-05-25 13:07:01,salida
77000004,Mamani Flores,Carlos Mario,2026-05-26 07:54:46,entrada
77000004,Mamani Flores,Carlos Mario,2026-05-26 13:10:02,salida
77000004,Mamani Flores,Carlos Mario,2026-05-27 07:55:47,entrada
77000004,Mamani Flores,Carlos Mario,2026-05-27 13:01:03,salida
77000004,Mamani Flores,Carlos Mario,2026-05-28 07:56:48,entrada
77000004,Mamani Flores,Carlos Mario,2026-05-28 13:04:04,salida
77000004,Mamani Flores,Carlos Mario,2026-05-29 07:57:49,entrada
77000004,Mamani Flores,Carlos Mario,2026-05-29 13:07:05,salida
77000005,Condori Torres,Rosa Ana,2026-05-01 07:48:26,entrada
77000005,Condori Torres,Rosa Ana,2026-05-01 13:08:46,salida
77000005,Condori Torres,Rosa Ana,2026-05-04 07:51:29,entrada
77000005,Condori Torres,Rosa Ana,2026-05-04 13:05:49,salida
77000005,Condori Torres,Rosa Ana,2026-05-05 07:52:30,entrada
77000005,Condori Torres,Rosa Ana,2026-05-05 13:08:50,salida
77000005,Condori Torres,Rosa Ana,2026-05-06 07:53:31,entrada
77000005,Condori Torres,Rosa Ana,2026-05-06 13:11:51,salida
77000005,Condori Torres,Rosa Ana,2026-05-07 07:54:32,entrada
77000005,Condori Torres,Rosa Ana,2026-05-07 13:02:52,salida
77000005,Condori Torres,Rosa Ana,2026-05-08 07:55:33,entrada
77000005,Condori Torres,Rosa Ana,2026-05-08 13:05:53,salida
77000005,Condori Torres,Rosa Ana,2026-05-11 07:58:36,entrada
77000005,Condori Torres,Rosa Ana,2026-05-11 13:02:56,salida
77000005,Condori Torres,Rosa Ana,2026-05-12 07:59:37,entrada
77000005,Condori Torres,Rosa Ana,2026-05-12 13:05:57,salida
77000005,Condori Torres,Rosa Ana,2026-05-13 07:42:38,entrada
77000005,Condori Torres,Rosa Ana,2026-05-13 13:08:58,salida
77000005,Condori Torres,Rosa Ana,2026-05-14 07:43:39,entrada
77000005,Condori Torres,Rosa Ana,2026-05-14 13:11:59,salida
77000005,Condori Torres,Rosa Ana,2026-05-15 07:44:40,entrada
77000005,Condori Torres,Rosa Ana,2026-05-15 13:02:00,salida
77000005,Condori Torres,Rosa Ana,2026-05-18 07:47:43,entrada
77000005,Condori Torres,Rosa Ana,2026-05-18 13:11:03,salida
77000005,Condori Torres,Rosa Ana,2026-05-19 07:48:44,entrada
77000005,Condori Torres,Rosa Ana,2026-05-19 13:02:04,salida
77000005,Condori Torres,Rosa Ana,2026-05-20 07:49:45,entrada
77000005,Condori Torres,Rosa Ana,2026-05-20 13:05:05,salida
77000005,Condori Torres,Rosa Ana,2026-05-21 07:50:46,entrada
77000005,Condori Torres,Rosa Ana,2026-05-21 13:08:06,salida
77000005,Condori Torres,Rosa Ana,2026-05-22 07:51:47,entrada
77000005,Condori Torres,Rosa Ana,2026-05-22 13:11:07,salida
77000005,Condori Torres,Rosa Ana,2026-05-25 07:54:50,entrada
77000005,Condori Torres,Rosa Ana,2026-05-25 13:08:10,salida
77000005,Condori Torres,Rosa Ana,2026-05-26 07:55:51,entrada
77000005,Condori Torres,Rosa Ana,2026-05-26 13:11:11,salida
77000005,Condori Torres,Rosa Ana,2026-05-27 07:56:52,entrada
77000005,Condori Torres,Rosa Ana,2026-05-27 13:02:12,salida
77000005,Condori Torres,Rosa Ana,2026-05-28 07:57:53,entrada
77000005,Condori Torres,Rosa Ana,2026-05-28 13:05:13,salida
77000005,Condori Torres,Rosa Ana,2026-05-29 07:58:54,entrada
77000005,Condori Torres,Rosa Ana,2026-05-29 13:08:14,salida
77000006,Rojas Salas,Jorge Victor,2026-05-01 07:49:31,entrada
77000006,Rojas Salas,Jorge Victor,2026-05-01 13:09:55,salida
77000006,Rojas Salas,Jorge Victor,2026-05-04 07:52:34,entrada
77000006,Rojas Salas,Jorge Victor,2026-05-04 13:06:58,salida
77000006,Rojas Salas,Jorge Victor,2026-05-05 07:53:35,entrada
77000006,Rojas Salas,Jorge Victor,2026-05-05 13:09:59,salida
77000006,Rojas Salas,Jorge Victor,2026-05-06 07:54:36,entrada
77000006,Rojas Salas,Jorge Victor,2026-05-06 13:00:00,salida
77000006,Rojas Salas,Jorge Victor,2026-05-07 07:55:37,entrada
77000006,Rojas Salas,Jorge Victor,2026-05-07 13:03:01,salida
77000006,Rojas Salas,Jorge Victor,2026-05-08 07:56:38,entrada
77000006,Rojas Salas,Jorge Victor,2026-05-08 13:06:02,salida
77000006,Rojas Salas,Jorge Victor,2026-05-11 07:59:41,entrada
77000006,Rojas Salas,Jorge Victor,2026-05-11 13:03:05,salida
77000006,Rojas Salas,Jorge Victor,2026-05-12 07:42:42,entrada
77000006,Rojas Salas,Jorge Victor,2026-05-12 13:06:06,salida
77000006,Rojas Salas,Jorge Victor,2026-05-13 07:43:43,entrada
77000006,Rojas Salas,Jorge Victor,2026-05-13 13:09:07,salida
77000006,Rojas Salas,Jorge Victor,2026-05-14 07:44:44,entrada
77000006,Rojas Salas,Jorge Victor,2026-05-14 13:00:08,salida
77000006,Rojas Salas,Jorge Victor,2026-05-15 07:45:45,entrada
77000006,Rojas Salas,Jorge Victor,2026-05-15 13:03:09,salida
77000006,Rojas Salas,Jorge Victor,2026-05-18 07:48:48,entrada
77000006,Rojas Salas,Jorge Victor,2026-05-18 13:00:12,salida
77000006,Rojas Salas,Jorge Victor,2026-05-19 07:49:49,entrada
77000006,Rojas Salas,Jorge Victor,2026-05-19 13:03:13,salida
77000006,Rojas Salas,Jorge Victor,2026-05-20 07:50:50,entrada
77000006,Rojas Salas,Jorge Victor,2026-05-20 13:06:14,salida
77000006,Rojas Salas,Jorge Victor,2026-05-21 07:51:51,entrada
77000006,Rojas Salas,Jorge Victor,2026-05-21 13:09:15,salida
77000006,Rojas Salas,Jorge Victor,2026-05-22 07:52:52,entrada
77000006,Rojas Salas,Jorge Victor,2026-05-22 13:00:16,salida
77000006,Rojas Salas,Jorge Victor,2026-05-25 07:55:55,entrada
77000006,Rojas Salas,Jorge Victor,2026-05-25 13:09:19,salida
77000006,Rojas Salas,Jorge Victor,2026-05-26 07:56:56,entrada
77000006,Rojas Salas,Jorge Victor,2026-05-26 13:00:20,salida
77000006,Rojas Salas,Jorge Victor,2026-05-27 07:57:57,entrada
77000006,Rojas Salas,Jorge Victor,2026-05-27 13:03:21,salida
77000006,Rojas Salas,Jorge Victor,2026-05-28 07:58:58,entrada
77000006,Rojas Salas,Jorge Victor,2026-05-28 13:06:22,salida
77000006,Rojas Salas,Jorge Victor,2026-05-29 07:59:59,entrada
77000006,Rojas Salas,Jorge Victor,2026-05-29 13:09:23,salida
77000007,Vargas Paredes,Elena Teresa,2026-05-01 07:50:36,entrada
77000007,Vargas Paredes,Elena Teresa,2026-05-01 13:10:04,salida
77000007,Vargas Paredes,Elena Teresa,2026-05-04 07:53:39,entrada
77000007,Vargas Paredes,Elena Teresa,2026-05-04 13:07:07,salida
77000007,Vargas Paredes,Elena Teresa,2026-05-05 07:54:40,entrada
77000007,Vargas Paredes,Elena Teresa,2026-05-05 13:10:08,salida
77000007,Vargas Paredes,Elena Teresa,2026-05-06 07:55:41,entrada
77000007,Vargas Paredes,Elena Teresa,2026-05-06 13:01:09,salida
77000007,Vargas Paredes,Elena Teresa,2026-05-07 07:56:42,entrada
77000007,Vargas Paredes,Elena Teresa,2026-05-07 13:04:10,salida
77000007,Vargas Paredes,Elena Teresa,2026-05-08 07:57:43,entrada
77000007,Vargas Paredes,Elena Teresa,2026-05-08 13:07:11,salida
77000007,Vargas Paredes,Elena Teresa,2026-05-11 07:42:46,entrada
77000007,Vargas Paredes,Elena Teresa,2026-05-11 13:04:14,salida
77000007,Vargas Paredes,Elena Teresa,2026-05-12 07:43:47,entrada
77000007,Vargas Paredes,Elena Teresa,2026-05-12 13:07:15,salida
77000007,Vargas Paredes,Elena Teresa,2026-05-13 07:44:48,entrada
77000007,Vargas Paredes,Elena Teresa,2026-05-13 13:10:16,salida
77000007,Vargas Paredes,Elena Teresa,2026-05-14 07:45:49,entrada
77000007,Vargas Paredes,Elena Teresa,2026-05-14 13:01:17,salida
77000007,Vargas Paredes,Elena Teresa,2026-05-15 07:46:50,entrada
77000007,Vargas Paredes,Elena Teresa,2026-05-15 13:04:18,salida
77000007,Vargas Paredes,Elena Teresa,2026-05-18 07:49:53,entrada
77000007,Vargas Paredes,Elena Teresa,2026-05-18 13:01:21,salida
77000007,Vargas Paredes,Elena Teresa,2026-05-19 07:50:54,entrada
77000007,Vargas Paredes,Elena Teresa,2026-05-19 13:04:22,salida
77000007,Vargas Paredes,Elena Teresa,2026-05-20 07:51:55,entrada
77000007,Vargas Paredes,Elena Teresa,2026-05-20 13:07:23,salida
77000007,Vargas Paredes,Elena Teresa,2026-05-21 07:52:56,entrada
77000007,Vargas Paredes,Elena Teresa,2026-05-21 13:10:24,salida
77000007,Vargas Paredes,Elena Teresa,2026-05-22 07:53:57,entrada
77000007,Vargas Paredes,Elena Teresa,2026-05-22 13:01:25,salida
77000007,Vargas Paredes,Elena Teresa,2026-05-25 07:56:00,entrada
77000007,Vargas Paredes,Elena Teresa,2026-05-25 13:10:28,salida
77000007,Vargas Paredes,Elena Teresa,2026-05-26 07:57:01,entrada
77000007,Vargas Paredes,Elena Teresa,2026-05-26 13:01:29,salida
77000007,Vargas Paredes,Elena Teresa,2026-05-27 07:58:02,entrada
77000007,Vargas Paredes,Elena Teresa,2026-05-27 13:04:30,salida
77000007,Vargas Paredes,Elena Teresa,2026-05-28 07:59:03,entrada
77000007,Vargas Paredes,Elena Teresa,2026-05-28 13:07:31,salida
77000007,Vargas Paredes,Elena Teresa,2026-05-29 07:42:04,entrada
77000007,Vargas Paredes,Elena Teresa,2026-05-29 13:10:32,salida
77000008,Torres Chavez,Miguel Luis,2026-05-01 07:51:41,entrada
77000008,Torres Chavez,Miguel Luis,2026-05-01 13:11:13,salida
77000008,Torres Chavez,Miguel Luis,2026-05-04 07:54:44,entrada
77000008,Torres Chavez,Miguel Luis,2026-05-04 13:08:16,salida
77000008,Torres Chavez,Miguel Luis,2026-05-05 07:55:45,entrada
77000008,Torres Chavez,Miguel Luis,2026-05-05 13:11:17,salida
77000008,Torres Chavez,Miguel Luis,2026-05-06 07:56:46,entrada
77000008,Torres Chavez,Miguel Luis,2026-05-06 13:02:18,salida
77000008,Torres Chavez,Miguel Luis,2026-05-07 07:57:47,entrada
77000008,Torres Chavez,Miguel Luis,2026-05-07 13:05:19,salida
77000008,Torres Chavez,Miguel Luis,2026-05-08 07:58:48,entrada
77000008,Torres Chavez,Miguel Luis,2026-05-08 13:08:20,salida
77000008,Torres Chavez,Miguel Luis,2026-05-11 07:43:51,entrada
77000008,Torres Chavez,Miguel Luis,2026-05-11 13:05:23,salida
77000008,Torres Chavez,Miguel Luis,2026-05-12 07:44:52,entrada
77000008,Torres Chavez,Miguel Luis,2026-05-12 13:08:24,salida
77000008,Torres Chavez,Miguel Luis,2026-05-13 07:45:53,entrada
77000008,Torres Chavez,Miguel Luis,2026-05-13 13:11:25,salida
77000008,Torres Chavez,Miguel Luis,2026-05-14 07:46:54,entrada
77000008,Torres Chavez,Miguel Luis,2026-05-14 13:02:26,salida
77000008,Torres Chavez,Miguel Luis,2026-05-15 07:47:55,entrada
77000008,Torres Chavez,Miguel Luis,2026-05-15 13:05:27,salida
77000008,Torres Chavez,Miguel Luis,2026-05-18 07:50:58,entrada
77000008,Torres Chavez,Miguel Luis,2026-05-18 13:02:30,salida
77000008,Torres Chavez,Miguel Luis,2026-05-19 07:51:59,entrada
77000008,Torres Chavez,Miguel Luis,2026-05-19 13:05:31,salida
77000008,Torres Chavez,Miguel Luis,2026-05-20 07:52:00,entrada
77000008,Torres Chavez,Miguel Luis,2026-05-20 13:08:32,salida
77000008,Torres Chavez,Miguel Luis,2026-05-21 07:53:01,entrada
77000008,Torres Chavez,Miguel Luis,2026-05-21 13:11:33,salida
77000008,Torres Chavez,Miguel Luis,2026-05-22 07:54:02,entrada
77000008,Torres Chavez,Miguel Luis,2026-05-22 13:02:34,salida
77000008,Torres Chavez,Miguel Luis,2026-05-25 07:57:05,entrada
77000008,Torres Chavez,Miguel Luis,2026-05-25 13:11:37,salida
77000008,Torres Chavez,Miguel Luis,2026-05-26 07:58:06,entrada
77000008,Torres Chavez,Miguel Luis,2026-05-26 13:02:38,salida
77000008,Torres Chavez,Miguel Luis,2026-05-27 07:59:07,entrada
77000008,Torres Chavez,Miguel Luis,2026-05-27 13:05:39,salida
77000008,Torres Chavez,Miguel Luis,2026-05-28 07:42:08,entrada
77000008,Torres Chavez,Miguel Luis,2026-05-28 13:08:40,salida
77000008,Torres Chavez,Miguel Luis,2026-05-29 07:43:09,entrada
77000008,Torres Chavez,Miguel Luis,2026-05-29 13:11:41,salida
77000009,Salas Ramos,Lucia Patricia,2026-05-01 07:52:46,entrada
77000009,Salas Ramos,Lucia Patricia,2026-05-01 13:00:22,salida
77000009,Salas Ramos,Lucia Patricia,2026-05-04 07:55:49,entrada
77000009,Salas Ramos,Lucia Patricia,2026-05-04 13:09:25,salida
77000009,Salas Ramos,Lucia Patricia,2026-05-05 07:56:50,entrada
77000009,Salas Ramos,Lucia Patricia,2026-05-05 13:00:26,salida
77000009,Salas Ramos,Lucia Patricia,2026-05-06 07:57:51,entrada
77000009,Salas Ramos,Lucia Patricia,2026-05-06 13:03:27,salida
77000009,Salas Ramos,Lucia Patricia,2026-05-07 07:58:52,entrada
77000009,Salas Ramos,Lucia Patricia,2026-05-07 13:06:28,salida
77000009,Salas Ramos,Lucia Patricia,2026-05-08 07:59:53,entrada
77000009,Salas Ramos,Lucia Patricia,2026-05-08 13:09:29,salida
77000009,Salas Ramos,Lucia Patricia,2026-05-11 07:44:56,entrada
77000009,Salas Ramos,Lucia Patricia,2026-05-11 13:06:32,salida
77000009,Salas Ramos,Lucia Patricia,2026-05-12 07:45:57,entrada
77000009,Salas Ramos,Lucia Patricia,2026-05-12 13:09:33,salida
77000009,Salas Ramos,Lucia Patricia,2026-05-13 07:46:58,entrada
77000009,Salas Ramos,Lucia Patricia,2026-05-13 13:00:34,salida
77000009,Salas Ramos,Lucia Patricia,2026-05-14 07:47:59,entrada
77000009,Salas Ramos,Lucia Patricia,2026-05-14 13:03:35,salida
77000009,Salas Ramos,Lucia Patricia,2026-05-15 07:48:00,entrada
77000009,Salas Ramos,Lucia Patricia,2026-05-15 13:06:36,salida
77000009,Salas Ramos,Lucia Patricia,2026-05-18 07:51:03,entrada
77000009,Salas Ramos,Lucia Patricia,2026-05-18 13:03:39,salida
77000009,Salas Ramos,Lucia Patricia,2026-05-19 07:52:04,entrada
77000009,Salas Ramos,Lucia Patricia,2026-05-19 13:06:40,salida
77000009,Salas Ramos,Lucia Patricia,2026-05-20 07:53:05,entrada
77000009,Salas Ramos,Lucia Patricia,2026-05-20 13:09:41,salida
77000009,Salas Ramos,Lucia Patricia,2026-05-21 07:54:06,entrada
77000009,Salas Ramos,Lucia Patricia,2026-05-21 13:00:42,salida
77000009,Salas Ramos,Lucia Patricia,2026-05-22 07:55:07,entrada
77000009,Salas Ramos,Lucia Patricia,2026-05-22 13:03:43,salida
77000009,Salas Ramos,Lucia Patricia,2026-05-25 07:58:10,entrada
77000009,Salas Ramos,Lucia Patricia,2026-05-25 13:00:46,salida
77000009,Salas Ramos,Lucia Patricia,2026-05-26 07:59:11,entrada
77000009,Salas Ramos,Lucia Patricia,2026-05-26 13:03:47,salida
77000009,Salas Ramos,Lucia Patricia,2026-05-27 07:42:12,entrada
77000009,Salas Ramos,Lucia Patricia,2026-05-27 13:06:48,salida
77000009,Salas Ramos,Lucia Patricia,2026-05-28 07:43:13,entrada
77000009,Salas Ramos,Lucia Patricia,2026-05-28 13:09:49,salida
77000009,Salas Ramos,Lucia Patricia,2026-05-29 07:44:14,entrada
77000009,Salas Ramos,Lucia Patricia,2026-05-29 13:00:50,salida
77000010,Paredes Gutierrez,Pedro Jorge,2026-05-01 07:53:51,entrada
77000010,Paredes Gutierrez,Pedro Jorge,2026-05-01 13:01:31,salida
77000010,Paredes Gutierrez,Pedro Jorge,2026-05-04 07:56:54,entrada
